,month,max_extreme,min_extreme
1,1,-14.431064638517217,-35.68977241797954
2,2,-19.291070125535228,-40.966366990922545
3,3,-22.63066351849167,-47.606507189469504
4,4,-27.142668283982566,-52.107780983901854
5,5,-27.394797399440897,-55.15220813916957
6,6,-25.704635924727008,-55.969622443729776
7,7,-25.433665701784577,-56.75420312364589
8,8,-25.521425701950577,-55.0093487849321
9,9,-25.930917377922473,-55.23515608143322
10,10,-22.852440576720642,-50.71354418317187
11,11,-17.388691431733903,-45.35205943171683
12,12,-14.523947340797204,-35.31327856049036
