,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
107,2020-04-17,-10.828399999999988,-24.770159999999976,-79.99999999999889,-120.00000000000932,True,False,True,False
108,2020-04-18,-10.230719999999964,-25.418829999999986,-79.99999999999889,-120.00000000000932,True,False,True,False
471,2021-04-16,-42.69809999999998,-49.24762999999999,-79.99999999999889,-120.00000000000932,False,True,False,True
472,2021-04-17,-46.30351999999996,-48.24186999999998,-79.99999999999889,-120.00000000000932,False,True,False,True
473,2021-04-18,-46.83509999999998,-48.832599999999985,-79.99999999999889,-120.00000000000932,False,True,False,True
474,2021-04-19,-42.533649999999966,-48.557709999999986,-79.99999999999889,-120.00000000000932,False,True,False,True
475,2021-04-20,-42.71459999999999,-46.72682999999998,-79.99999999999889,-120.00000000000932,False,True,False,True
1357,2023-09-19,-10.65191999999996,-15.917699999999968,-79.99999999999889,-120.00000000000932,True,False,True,False
1358,2023-09-20,-11.83929999999998,-18.844409999999986,-79.99999999999889,-120.00000000000932,True,False,True,False
1835,2025-01-09,-5.691469999999981,-13.914699999999982,-79.99999999999889,-120.00000000000932,True,False,True,False
1836,2025-01-10,-4.48057,-9.786299999999985,-79.99999999999889,-120.00000000000932,True,False,True,False
